num_lines,empty_lines_ratio,avg_len_lines,num_line_com,avg_len_line_com,num_block_com,avg_len_block_com,num_variables,avg_len_variables,num_if,num_for,num_do,num_while,num_switch,num_cast,cond_space_ratio,bracket_line_ratio,class
26.0,0.1612903225806451,23.84019975031211,2.0,46.0,0.0,0.0,4.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
26.0,0.1333333333333333,21.99742268041237,1.0,12.0,0.0,0.0,5.0,1.8,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
29.0,0.1470588235294117,21.21100917431193,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
40.0,0.1304347826086956,22.974918211559434,0.0,0.0,0.0,0.0,9.0,3.3333333333333335,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
47.0,0.3188405797101449,14.43837317603229,0.0,0.0,0.0,0.0,5.0,1.6,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
22.0,0.1538461538461538,17.028169014084508,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,0.1388888888888889,22.13141314131413,0.0,0.0,0.0,0.0,5.0,1.8,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
28.0,0.2,20.971223021582734,0.0,0.0,0.0,0.0,5.0,3.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26.0,0.1612903225806451,20.16354556803995,0.0,0.0,0.0,0.0,5.0,1.6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
29.0,0.1944444444444444,21.454194792671167,0.0,0.0,0.0,0.0,6.0,2.1666666666666665,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30.0,0.1428571428571428,22.373205741626794,0.0,0.0,0.0,0.0,5.0,5.2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20.0,0.1666666666666666,18.453781512605044,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
30.0,0.1891891891891892,17.644605621033545,0.0,0.0,0.0,0.0,5.0,1.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0
21.0,0.16,20.10556621880998,1.0,30.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
36.0,0.1627906976744186,18.08176508760545,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42.0,0.125,28.632835820895522,18.0,27.77777777777778,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
29.0,0.2162162162162162,19.976525821596244,0.0,0.0,0.0,0.0,5.0,3.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32.0,0.1578947368421052,23.710743801652892,3.0,34.0,0.0,0.0,4.0,5.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0
37.0,0.1395348837209302,20.672555205047317,0.0,0.0,0.0,0.0,5.0,1.4,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0
26.0,0.1875,23.90314769975787,0.0,0.0,0.0,0.0,4.0,4.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
22.0,0.1538461538461538,23.802816901408452,0.0,0.0,0.0,0.0,4.0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
25.0,0.1379310344827586,21.76005547850208,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
33.0,0.1538461538461538,21.463700234192036,0.0,0.0,0.0,0.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
26.0,0.1333333333333333,24.664948453608247,0.0,0.0,0.0,0.0,6.0,3.3333333333333335,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37.0,0.2291666666666666,18.764872521246456,0.0,0.0,0.0,0.0,7.0,1.7142857142857142,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
26.0,0.1875,19.17675544794189,0.0,0.0,0.0,0.0,4.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
21.0,0.1923076923076923,16.77264325323475,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
31.0,0.2439024390243902,17.492466296590006,0.0,0.0,0.0,0.0,5.0,1.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31.0,0.2439024390243902,19.15067406819984,0.0,0.0,0.0,0.0,5.0,3.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
21.0,0.1923076923076923,17.926062846580407,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28.0,0.1764705882352941,20.054968287526428,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
52.0,0.1333333333333333,18.08483290488432,1.0,4.0,0.0,0.0,11.0,1.3636363636363635,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0
31.0,0.1142857142857142,21.628122109158188,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
31.0,0.2051282051282051,19.80849292256453,0.0,0.0,0.0,0.0,7.0,2.4285714285714284,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
48.0,0.1578947368421052,23.828382838283826,19.0,24.36842105263158,0.0,0.0,4.0,3.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,0.1428571428571428,22.802395209580837,0.0,0.0,0.0,0.0,4.0,2.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28.0,0.1764705882352941,19.012684989429175,0.0,0.0,0.0,0.0,4.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
28.0,0.2,21.007194244604317,0.0,0.0,0.0,0.0,5.0,3.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27.0,0.2058823529411764,20.713501646542262,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34.0,0.2093023255813953,20.094287680660702,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
37.0,0.1590909090909091,19.380629241209128,0.0,0.0,0.0,0.0,7.0,2.5714285714285716,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0
26.0,0.1612903225806451,23.104868913857675,0.0,0.0,0.0,0.0,5.0,2.8,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
30.0,0.1666666666666666,23.8659217877095,3.0,9.333333333333334,0.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
21.0,0.1923076923076923,19.22365988909427,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
35.0,0.2553191489361702,19.082057562767915,1.0,31.0,0.0,0.0,6.0,4.333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31.0,0.1142857142857142,23.344125809435706,0.0,0.0,0.0,0.0,8.0,1.625,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0
28.0,0.1764705882352941,22.175475687103592,0.0,0.0,0.0,0.0,6.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
27.0,0.15625,21.08498253783469,0.0,0.0,0.0,0.0,6.0,1.8333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
35.0,0.1666666666666666,21.129186602870814,0.0,0.0,0.0,0.0,6.0,2.5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27.0,0.1290322580645161,20.3937575030012,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
39.0,0.1521739130434782,20.593172915500837,0.0,0.0,0.0,0.0,6.0,2.3333333333333335,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0
38.0,0.2083333333333333,16.855567805953694,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0
27.0,0.1818181818181818,21.403389830508477,0.0,0.0,0.0,0.0,5.0,3.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
32.0,0.2195121951219512,18.313123561013047,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
38.0,0.1555555555555555,19.448032883147388,0.0,0.0,0.0,0.0,6.0,2.3333333333333335,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
31.0,0.1621621621621621,22.829097283085012,1.0,28.0,0.0,0.0,4.0,3.25,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
21.0,0.1923076923076923,17.589648798521257,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43.0,0.2321428571428571,20.973695198329853,0.0,0.0,1.0,294.0,4.0,5.75,0.0,2.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
39.0,0.1702127659574468,26.80931506849315,1.0,26.0,0.0,0.0,6.0,7.833333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.0,0.1666666666666666,20.16806722689076,0.0,0.0,0.0,0.0,2.0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
35.0,0.1860465116279069,25.736806947227787,4.0,47.25,0.0,0.0,7.0,5.857142857142857,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
33.0,0.1315789473684210,23.730984787830263,2.0,18.5,1.0,265.0,6.0,3.3333333333333335,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
38.0,0.0952380952380952,19.839195979899497,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0
27.0,0.15625,20.675203725261934,0.0,0.0,0.0,0.0,6.0,2.6666666666666665,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49.0,0.1551724137931034,21.21002470878927,5.0,21.4,0.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.25,0.8333333333333334,1.0
22.0,0.2142857142857142,18.314754098360655,0.0,0.0,0.0,0.0,2.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25.0,0.1379310344827586,23.12760055478502,5.0,27.4,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30.0,0.2105263157894736,20.4434628975265,0.0,0.0,0.0,0.0,6.0,2.6666666666666665,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29.0,0.2162162162162162,20.39342723004695,0.0,0.0,0.0,0.0,5.0,2.6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32.0,0.1351351351351351,21.27735368956743,0.0,0.0,0.0,0.0,7.0,1.4285714285714286,2.0,3.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0
24.0,0.1428571428571428,21.58682634730539,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
24.0,0.25,16.673684210526314,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
42.0,0.2075471698113207,23.44920993227991,2.0,67.5,0.0,0.0,6.0,2.8333333333333335,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
31.0,0.1621621621621621,17.964943032427694,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0
36.0,0.1818181818181818,20.855329949238577,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
41.0,0.1086956521739130,26.460393407761828,2.0,50.0,1.0,196.0,6.0,2.1666666666666665,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36.0,0.1818181818181818,18.035532994923855,0.0,0.0,0.0,0.0,6.0,2.8333333333333335,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0
39.0,0.25,18.967741935483872,0.0,0.0,0.0,0.0,4.0,3.5,2.0,2.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0
21.0,0.1923076923076923,21.866913123844732,0.0,0.0,0.0,0.0,4.0,1.25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
25.0,0.1379310344827586,22.28294036061026,0.0,0.0,0.0,0.0,6.0,4.166666666666667,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
29.0,0.1944444444444444,19.96142719382835,0.0,0.0,0.0,0.0,2.0,3.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31.0,0.1142857142857142,22.243293246993524,0.0,0.0,0.0,0.0,6.0,1.5,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32.0,0.1578947368421052,22.234710743801653,0.0,0.0,0.0,0.0,4.0,2.25,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
23.0,0.2068965517241379,17.636913767019667,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
32.0,0.1794871794871795,21.68412570507655,2.0,35.5,0.0,0.0,7.0,2.142857142857143,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
26.0,0.1875,20.72639225181598,0.0,0.0,0.0,0.0,4.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34.0,0.1052631578947368,25.638198757763977,3.0,37.333333333333336,0.0,0.0,5.0,2.2,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
38.0,0.1363636363636363,21.445378151260503,0.0,0.0,0.0,0.0,8.0,1.75,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
35.0,0.1025641025641025,22.093313739897134,0.0,0.0,0.0,0.0,8.0,1.375,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
25.0,0.1379310344827586,24.575589459084604,0.0,0.0,0.0,0.0,5.0,6.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33.0,0.1081081081081081,29.85538208709942,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32.0,0.1351351351351351,26.361323155216287,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25.0,0.1379310344827586,19.50762829403606,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0
34.0,0.15,22.511078286558345,1.0,15.0,0.0,0.0,6.0,1.6666666666666667,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
24.0,0.1428571428571428,21.7125748502994,0.0,0.0,0.0,0.0,4.0,2.25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
31.0,0.1388888888888889,18.89108910891089,0.0,0.0,0.0,0.0,5.0,1.8,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0
34.0,0.1707317073170731,24.15068493150685,5.0,25.4,0.0,0.0,6.0,5.166666666666667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26.0,0.1034482758620689,18.1491344873502,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0
33.0,0.1538461538461538,20.73302107728337,0.0,0.0,0.0,0.0,5.0,2.6,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0
31.0,0.2619047619047619,18.25096824167312,0.0,0.0,0.0,0.0,4.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
35.0,0.1463414634146341,21.719384184744577,0.0,0.0,0.0,0.0,6.0,1.5,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
35.0,0.1463414634146341,21.346396081175648,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
35.0,0.2391304347826087,17.548467792370232,0.0,0.0,0.0,0.0,3.0,2.6666666666666665,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27.0,0.15625,22.9848661233993,0.0,0.0,0.0,0.0,5.0,9.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
29.0,0.1944444444444444,22.113789778206364,0.0,0.0,0.0,0.0,5.0,3.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33.0,0.1081081081081081,22.528348397699258,0.0,0.0,0.0,0.0,5.0,2.8,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
26.0,0.1612903225806451,22.67915106117353,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
27.0,0.1290322580645161,24.00360144057623,0.0,0.0,0.0,0.0,5.0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,0.2307692307692307,18.878552971576227,0.0,0.0,0.0,0.0,5.0,2.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
26.0,0.1333333333333333,21.72680412371134,1.0,26.0,0.0,0.0,4.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
23.0,0.1153846153846153,27.179831932773112,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0
28.0,0.1764705882352941,24.87103594080338,2.0,47.0,0.0,0.0,4.0,3.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,0.2222222222222222,19.439999999999998,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
40.0,0.1666666666666666,20.435146443514643,0.0,0.0,0.0,0.0,5.0,1.2,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0
32.0,0.2195121951219512,18.785111281657713,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0
29.0,0.2162162162162162,20.497652582159624,0.0,0.0,0.0,0.0,5.0,3.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28.0,0.2,20.323741007194243,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
23.0,0.1153846153846153,20.756302521008404,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23.0,0.1481481481481481,24.636952998379254,0.0,0.0,0.0,0.0,4.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33.0,0.1538461538461538,22.346604215456676,0.0,0.0,0.0,0.0,5.0,4.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25.0,0.1379310344827586,23.0873786407767,0.0,0.0,0.0,0.0,4.0,2.5,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
24.0,0.1428571428571428,22.4251497005988,0.0,0.0,0.0,0.0,4.0,3.25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
34.0,0.1052631578947368,20.79968944099379,0.0,0.0,0.0,0.0,7.0,1.7142857142857142,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
35.0,0.125,20.64516129032258,0.0,0.0,0.0,0.0,4.0,1.75,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46.0,0.2923076923076923,17.78694042409963,0.0,0.0,0.0,0.0,6.0,4.666666666666667,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28.0,0.1764705882352941,19.372093023255815,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
30.0,0.1176470588235294,24.69685039370079,2.0,17.0,0.0,0.0,4.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0
30.0,0.1428571428571428,22.607655502392344,0.0,0.0,0.0,0.0,4.0,2.25,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
