num_lines,empty_lines_ratio,avg_len_lines,num_line_com,avg_len_line_com,num_block_com,avg_len_block_com,num_variables,avg_len_variables,num_if,num_for,num_do,num_while,num_switch,num_cast,halstead_volume,halstead_difficult,halstead_effort,class
33.0,0.1315789473684210,22.331465172137708,0.0,0.0,0.0,0.0,5.0,1.4,2.0,3.0,0.0,0.0,0.0,0.0,348.2892142331043,9.5,3308.747535214491,1.0
27.0,0.15625,22.761350407450525,0.0,0.0,0.0,0.0,6.0,3.8333333333333335,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
20.0,0.1666666666666666,24.403361344537817,0.0,0.0,0.0,0.0,4.0,1.75,0.0,2.0,0.0,0.0,0.0,0.0,307.1924875483175,5.6,1720.2779302705778,1.0
31.0,0.0882352941176470,21.286393910561372,0.0,0.0,0.0,0.0,6.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,343.6453580433296,5.9,2027.507612455645,0.0
20.0,0.1666666666666666,20.067226890756302,0.0,0.0,0.0,0.0,2.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,197.65428402504423,4.625,914.1510636158296,1.0
32.0,0.2,16.0062893081761,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,257.84303149524976,7.9411764705882355,2047.5770148152187,0.0
26.0,0.1612903225806451,23.84019975031211,2.0,46.0,0.0,0.0,4.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,312.1602133046108,6.352941176470588,1983.1354727587038,0.0
26.0,0.1333333333333333,21.99742268041237,1.0,12.0,0.0,0.0,5.0,1.8,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
29.0,0.1470588235294117,21.21100917431193,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,302.60752504759637,8.833333333333334,2673.033137920435,1.0
40.0,0.1304347826086956,22.974918211559434,0.0,0.0,0.0,0.0,9.0,3.3333333333333335,2.0,4.0,0.0,0.0,0.0,0.0,560.0,10.08,5644.8,0.0
47.0,0.3188405797101449,14.43837317603229,0.0,0.0,0.0,0.0,5.0,1.6,2.0,3.0,0.0,0.0,0.0,0.0,338.43165970615865,8.68421052631579,2939.0117816587463,1.0
22.0,0.1538461538461538,17.028169014084508,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,155.3235879675129,2.2,341.71189352852844,0.0
31.0,0.1388888888888889,22.13141314131413,0.0,0.0,0.0,0.0,5.0,1.8,2.0,3.0,0.0,0.0,0.0,0.0,339.2872250533656,5.894736842105263,2000.008905577734,0.0
28.0,0.2,20.971223021582734,0.0,0.0,0.0,0.0,5.0,3.8,0.0,2.0,0.0,0.0,0.0,0.0,298.5550890997629,5.777777777777778,1724.9849592430744,1.0
26.0,0.1612903225806451,20.16354556803995,0.0,0.0,0.0,0.0,5.0,1.6,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,0.0
29.0,0.1944444444444444,21.454194792671167,0.0,0.0,0.0,0.0,6.0,2.1666666666666665,0.0,2.0,0.0,0.0,0.0,0.0,350.93690931020507,5.0,1754.6845465510253,1.0
30.0,0.1428571428571428,22.373205741626794,0.0,0.0,0.0,0.0,5.0,5.2,1.0,2.0,0.0,0.0,0.0,0.0,332.8421251514428,8.399999999999999,2795.8738512721193,1.0
20.0,0.1666666666666666,18.453781512605044,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,155.3235879675129,2.2,341.71189352852844,1.0
30.0,0.1891891891891892,17.644605621033545,0.0,0.0,0.0,0.0,5.0,1.4,0.0,2.0,0.0,0.0,0.0,0.0,301.8506523353571,5.2,1569.623392143857,0.0
21.0,0.16,20.10556621880998,1.0,30.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,197.65428402504423,4.625,914.1510636158296,1.0
36.0,0.1627906976744186,18.08176508760545,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,311.7774500490387,9.0,2805.997050441348,1.0
42.0,0.125,28.632835820895522,18.0,27.77777777777778,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,271.0285876233177,4.454545454545454,1207.3091630493243,1.0
29.0,0.2162162162162162,19.976525821596244,0.0,0.0,0.0,0.0,5.0,3.8,0.0,2.0,0.0,0.0,0.0,0.0,298.5550890997629,5.777777777777778,1724.9849592430744,1.0
32.0,0.1578947368421052,23.710743801652892,3.0,34.0,0.0,0.0,4.0,5.5,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
37.0,0.1395348837209302,20.672555205047317,0.0,0.0,0.0,0.0,5.0,1.4,2.0,3.0,0.0,0.0,0.0,0.0,334.35764566378015,8.68421052631579,2903.6321860275643,0.0
26.0,0.1875,23.90314769975787,0.0,0.0,0.0,0.0,4.0,4.75,0.0,1.0,0.0,0.0,0.0,0.0,336.88534910630756,4.222222222222222,1422.404807337743,0.0
22.0,0.1538461538461538,23.802816901408452,0.0,0.0,0.0,0.0,4.0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,230.70165975890765,4.555555555555555,1050.9742277905793,0.0
25.0,0.1379310344827586,21.76005547850208,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,0.0
33.0,0.1538461538461538,21.463700234192036,0.0,0.0,0.0,0.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,338.43165970615865,8.100000000000001,2741.2964436198854,0.0
26.0,0.1333333333333333,24.664948453608247,0.0,0.0,0.0,0.0,6.0,3.3333333333333335,0.0,2.0,0.0,0.0,0.0,0.0,350.93690931020507,5.0,1754.6845465510253,1.0
37.0,0.2291666666666666,18.764872521246456,0.0,0.0,0.0,0.0,7.0,1.7142857142857142,0.0,2.0,0.0,0.0,0.0,0.0,425.0,4.962962962962963,2109.259259259259,1.0
26.0,0.1875,19.17675544794189,0.0,0.0,0.0,0.0,4.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,289.86305521142435,6.0,1739.1783312685461,0.0
21.0,0.1923076923076923,16.77264325323475,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,155.3235879675129,2.2,341.71189352852844,0.0
31.0,0.2439024390243902,17.492466296590006,0.0,0.0,0.0,0.0,5.0,1.6,0.0,2.0,0.0,0.0,0.0,0.0,302.60752504759637,8.666666666666666,2622.5985504125015,1.0
31.0,0.2439024390243902,19.15067406819984,0.0,0.0,0.0,0.0,5.0,3.4,0.0,2.0,0.0,0.0,0.0,0.0,293.43760004615405,5.368421052631579,1575.2965897214585,1.0
21.0,0.1923076923076923,17.926062846580407,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,197.65428402504423,4.625,914.1510636158296,1.0
28.0,0.1764705882352941,20.054968287526428,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,284.2676750447117,7.833333333333334,2226.7634545169085,1.0
52.0,0.1333333333333333,18.08483290488432,1.0,4.0,0.0,0.0,11.0,1.3636363636363635,2.0,6.0,0.0,0.0,0.0,0.0,574.1061996861966,10.75,6171.641646626614,0.0
31.0,0.1142857142857142,21.628122109158188,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,339.267146704276,6.333333333333333,2148.691929127081,0.0
31.0,0.2051282051282051,19.80849292256453,0.0,0.0,0.0,0.0,7.0,2.4285714285714284,0.0,2.0,0.0,0.0,0.0,0.0,361.6563306582419,6.959999999999999,2517.1280613813633,1.0
48.0,0.1578947368421052,23.828382838283826,19.0,24.36842105263158,0.0,0.0,4.0,3.25,0.0,2.0,0.0,0.0,0.0,0.0,276.7159976350619,6.25,1729.474985219137,0.0
24.0,0.1428571428571428,22.802395209580837,0.0,0.0,0.0,0.0,4.0,2.25,0.0,2.0,0.0,0.0,0.0,0.0,294.28526732617695,6.625,1949.6398960359222,1.0
28.0,0.1764705882352941,19.012684989429175,0.0,0.0,0.0,0.0,4.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,278.63137138648347,7.833333333333334,2182.6124091941206,0.0
28.0,0.2,21.007194244604317,0.0,0.0,0.0,0.0,5.0,3.8,0.0,2.0,0.0,0.0,0.0,0.0,298.5550890997629,5.777777777777778,1724.9849592430744,1.0
27.0,0.2058823529411764,20.713501646542262,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,280.9441919741497,5.882352941176471,1652.6128939655866,1.0
34.0,0.2093023255813953,20.094287680660702,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,408.59592366803474,4.551724137931035,1859.8159284200203,1.0
37.0,0.1590909090909091,19.380629241209128,0.0,0.0,0.0,0.0,7.0,2.5714285714285716,2.0,2.0,0.0,0.0,0.0,0.0,392.5512476486815,8.125,3189.478887145537,1.0
26.0,0.1612903225806451,23.104868913857675,0.0,0.0,0.0,0.0,5.0,2.8,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
30.0,0.1666666666666666,23.8659217877095,3.0,9.333333333333334,0.0,0.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,294.3224868300616,5.882352941176471,1731.3087460591862,1.0
21.0,0.1923076923076923,19.22365988909427,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,191.15673810496133,4.933333333333334,943.0399079844759,1.0
35.0,0.2553191489361702,19.082057562767915,1.0,31.0,0.0,0.0,6.0,4.333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,342.3519001557698,5.181818181818182,1774.0053008071707,1.0
31.0,0.1142857142857142,23.344125809435706,0.0,0.0,0.0,0.0,8.0,1.625,0.0,3.0,0.0,0.0,0.0,0.0,448.95107662290235,5.379310344827586,2415.047170799061,0.0
28.0,0.1764705882352941,22.175475687103592,0.0,0.0,0.0,0.0,6.0,2.5,0.0,2.0,0.0,0.0,0.0,0.0,341.32219946608984,4.75,1621.2804474639267,1.0
27.0,0.15625,21.08498253783469,0.0,0.0,0.0,0.0,6.0,1.8333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,337.5970126536063,5.043478260869565,1702.6631942529712,1.0
35.0,0.1666666666666666,21.129186602870814,0.0,0.0,0.0,0.0,6.0,2.5,2.0,3.0,0.0,0.0,0.0,0.0,366.8646389922032,9.31578947368421,3417.6337421905246,0.0
27.0,0.1290322580645161,20.3937575030012,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,297.20679614558236,8.210526315789474,2440.224220984782,0.0
39.0,0.1521739130434782,20.593172915500837,0.0,0.0,0.0,0.0,6.0,2.3333333333333335,2.0,3.0,0.0,0.0,0.0,0.0,347.83253914244085,8.399999999999999,2921.7933287965025,0.0
38.0,0.2083333333333333,16.855567805953694,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,334.35764566378015,5.4,1805.531286584413,0.0
27.0,0.1818181818181818,21.403389830508477,0.0,0.0,0.0,0.0,5.0,3.2,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
32.0,0.2195121951219512,18.313123561013047,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,286.72682280660666,2.391304347826087,685.6510980157985,1.0
38.0,0.1555555555555555,19.448032883147388,0.0,0.0,0.0,0.0,6.0,2.3333333333333335,2.0,3.0,0.0,0.0,0.0,0.0,357.23341857872305,8.55,3054.345728848082,1.0
31.0,0.1621621621621621,22.829097283085012,1.0,28.0,0.0,0.0,4.0,3.25,1.0,2.0,0.0,0.0,0.0,0.0,342.3519001557698,8.7,2978.4615313551967,0.0
21.0,0.1923076923076923,17.589648798521257,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,182.66088307807416,4.533333333333333,828.0626699539362,1.0
43.0,0.2321428571428571,20.973695198329853,0.0,0.0,1.0,294.0,4.0,5.75,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,0.0
39.0,0.1702127659574468,26.80931506849315,1.0,26.0,0.0,0.0,6.0,7.833333333333333,2.0,2.0,0.0,0.0,0.0,0.0,471.89403755893693,10.814814814814815,5103.4466284151695,1.0
20.0,0.1666666666666666,20.16806722689076,0.0,0.0,0.0,0.0,2.0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,155.3235879675129,2.2,341.71189352852844,1.0
35.0,0.1860465116279069,25.736806947227787,4.0,47.25,0.0,0.0,7.0,5.857142857142857,0.0,2.0,0.0,0.0,0.0,0.0,337.5970126536063,7.857142857142858,2652.54795656405,1.0
33.0,0.1315789473684210,23.730984787830263,2.0,18.5,1.0,265.0,6.0,3.3333333333333335,0.0,2.0,0.0,0.0,0.0,0.0,311.7774500490387,5.578947368421052,1739.3899844841105,0.0
38.0,0.0952380952380952,19.839195979899497,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,352.5329788605819,8.842105263157894,3117.1337078198817,0.0
27.0,0.15625,20.675203725261934,0.0,0.0,0.0,0.0,6.0,2.6666666666666665,0.0,2.0,0.0,0.0,0.0,0.0,298.5550890997629,5.666666666666667,1691.812171565323,0.0
49.0,0.1551724137931034,21.21002470878927,5.0,21.4,0.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,417.7863655809713,8.73913043478261,3651.0895426858797,1.0
22.0,0.2142857142857142,18.314754098360655,0.0,0.0,0.0,0.0,2.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,197.65428402504423,4.625,914.1510636158296,1.0
25.0,0.1379310344827586,23.12760055478502,5.0,27.4,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,177.19905189038187,4.375,775.2458520204207,1.0
30.0,0.2105263157894736,20.4434628975265,0.0,0.0,0.0,0.0,6.0,2.6666666666666665,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
29.0,0.2162162162162162,20.39342723004695,0.0,0.0,0.0,0.0,5.0,2.6,0.0,2.0,0.0,0.0,0.0,0.0,340.0586696589301,7.565217391304348,2572.617761767558,0.0
32.0,0.1351351351351351,21.27735368956743,0.0,0.0,0.0,0.0,7.0,1.4285714285714286,2.0,3.0,0.0,0.0,0.0,0.0,379.7810388425507,8.428571428571427,3201.011613101498,1.0
24.0,0.1428571428571428,21.58682634730539,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,257.84303149524976,7.9411764705882355,2047.5770148152187,1.0
24.0,0.25,16.673684210526314,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,203.13062045970605,4.875,990.261774741067,0.0
42.0,0.2075471698113207,23.44920993227991,2.0,67.5,0.0,0.0,6.0,2.8333333333333335,2.0,4.0,0.0,0.0,0.0,0.0,466.31342743958754,10.571428571428571,4929.59909007564,1.0
31.0,0.1621621621621621,17.964943032427694,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,0.0
36.0,0.1818181818181818,20.855329949238577,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,385.145887675241,9.149999999999999,3524.0848722284545,1.0
41.0,0.1086956521739130,26.460393407761828,2.0,50.0,1.0,196.0,6.0,2.1666666666666665,2.0,3.0,0.0,0.0,0.0,0.0,379.7810388425507,8.571428571428571,3255.266047221863,1.0
36.0,0.1818181818181818,18.035532994923855,0.0,0.0,0.0,0.0,6.0,2.8333333333333335,1.0,2.0,0.0,0.0,0.0,0.0,347.83253914244085,8.55,2973.9682096678694,0.0
39.0,0.25,18.967741935483872,0.0,0.0,0.0,0.0,4.0,3.5,2.0,2.0,0.0,1.0,0.0,0.0,320.426077094456,8.833333333333334,2830.4303476676946,1.0
21.0,0.1923076923076923,21.866913123844732,0.0,0.0,0.0,0.0,4.0,1.25,0.0,2.0,0.0,0.0,0.0,0.0,298.0225625468752,5.4,1609.3218377531261,1.0
25.0,0.1379310344827586,22.28294036061026,0.0,0.0,0.0,0.0,6.0,4.166666666666667,0.0,2.0,0.0,0.0,0.0,0.0,269.343659006934,4.6,1238.9808314318961,0.0
29.0,0.1944444444444444,19.96142719382835,0.0,0.0,0.0,0.0,2.0,3.5,1.0,1.0,0.0,0.0,0.0,0.0,315.78222090468125,8.842105263157894,2792.1796374729706,1.0
31.0,0.1142857142857142,22.243293246993524,0.0,0.0,0.0,0.0,6.0,1.5,2.0,3.0,0.0,0.0,0.0,0.0,348.2892142331043,5.6,1950.419599705384,0.0
32.0,0.1578947368421052,22.234710743801653,0.0,0.0,0.0,0.0,4.0,2.25,2.0,3.0,0.0,0.0,0.0,0.0,312.1257749679339,5.888888888888889,1838.0740081444999,1.0
23.0,0.2068965517241379,17.636913767019667,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,209.59328607595296,4.470588235294118,937.0052789277897,1.0
32.0,0.1794871794871795,21.68412570507655,2.0,35.5,0.0,0.0,7.0,2.142857142857143,0.0,2.0,0.0,0.0,0.0,0.0,356.70213434785506,6.959999999999999,2482.6468550610707,1.0
26.0,0.1875,20.72639225181598,0.0,0.0,0.0,0.0,4.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
34.0,0.1052631578947368,25.638198757763977,3.0,37.333333333333336,0.0,0.0,5.0,2.2,2.0,3.0,0.0,0.0,0.0,0.0,362.2207828024285,9.833333333333332,3561.8376975572132,1.0
38.0,0.1363636363636363,21.445378151260503,0.0,0.0,0.0,0.0,8.0,1.75,2.0,5.0,0.0,0.0,0.0,0.0,490.6890595608519,9.652173913043478,4736.2161401090925,0.0
35.0,0.1025641025641025,22.093313739897134,0.0,0.0,0.0,0.0,8.0,1.375,2.0,4.0,0.0,0.0,0.0,0.0,490.4654347283007,9.120000000000001,4473.044764722103,0.0
25.0,0.1379310344827586,24.575589459084604,0.0,0.0,0.0,0.0,5.0,6.4,0.0,2.0,0.0,0.0,0.0,0.0,302.60752504759637,5.473684210526316,1656.378031839475,1.0
33.0,0.1081081081081081,29.85538208709942,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,549.6818307616738,5.371428571428571,2952.576690948419,1.0
32.0,0.1351351351351351,26.361323155216287,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,412.1788100311156,8.5,3503.5198852644826,1.0
25.0,0.1379310344827586,19.50762829403606,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,257.84303149524976,7.9411764705882355,2047.5770148152187,0.0
34.0,0.15,22.511078286558345,1.0,15.0,0.0,0.0,6.0,1.6666666666666667,2.0,4.0,0.0,0.0,0.0,0.0,376.1523513717527,9.789473684210526,3682.333545007684,0.0
24.0,0.1428571428571428,21.7125748502994,0.0,0.0,0.0,0.0,4.0,2.25,0.0,2.0,0.0,0.0,0.0,0.0,276.7159976350619,6.25,1729.474985219137,0.0
31.0,0.1388888888888889,18.89108910891089,0.0,0.0,0.0,0.0,5.0,1.8,1.0,2.0,0.0,0.0,0.0,0.0,283.2752275762582,7.421052631578948,2102.200373065916,0.0
34.0,0.1707317073170731,24.15068493150685,5.0,25.4,0.0,0.0,6.0,5.166666666666667,0.0,2.0,0.0,0.0,0.0,0.0,320.426077094456,8.526315789473685,2732.053920489572,1.0
26.0,0.1034482758620689,18.1491344873502,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,65.72920075410866,0.0,0.0,1.0
33.0,0.1538461538461538,20.73302107728337,0.0,0.0,0.0,0.0,5.0,2.6,2.0,3.0,0.0,0.0,0.0,0.0,380.7962075615274,10.333333333333334,3934.8941448024502,1.0
31.0,0.2619047619047619,18.25096824167312,0.0,0.0,0.0,0.0,4.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,280.9441919741497,5.882352941176471,1652.6128939655866,1.0
35.0,0.1463414634146341,21.719384184744577,0.0,0.0,0.0,0.0,6.0,1.5,1.0,3.0,0.0,0.0,0.0,0.0,418.23987821901153,9.681818181818182,4049.322457302248,1.0
35.0,0.1463414634146341,21.346396081175648,0.0,0.0,0.0,0.0,6.0,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,385.4360568875696,9.149999999999999,3526.739920521261,0.0
35.0,0.2391304347826087,17.548467792370232,0.0,0.0,0.0,0.0,3.0,2.6666666666666665,1.0,2.0,0.0,0.0,0.0,0.0,292.5629399558076,8.666666666666666,2535.5454796169993,1.0
27.0,0.15625,22.9848661233993,0.0,0.0,0.0,0.0,5.0,9.6,0.0,1.0,0.0,0.0,0.0,0.0,236.34987578777677,2.25,531.7872205224977,1.0
