num_lines,empty_lines_ratio,avg_len_lines,num_line_com,avg_len_line_com,num_block_com,avg_len_block_com,num_variables,avg_len_variables,num_if,num_for,num_do,num_while,num_switch,num_cast,class
70.0,0.2045454545454545,25.359817648974275,1.0,49.0,0.0,0.0,15.0,3.8,3.0,5.0,0.0,0.0,0.0,0.0,0.0
62.0,0.1948051948051948,25.59655389787771,1.0,49.0,0.0,0.0,12.0,3.75,2.0,4.0,0.0,0.0,0.0,0.0,0.0
74.0,0.1956521739130435,25.012076583210604,1.0,49.0,0.0,0.0,15.0,3.7333333333333334,3.0,5.0,0.0,0.0,0.0,0.0,0.0
73.0,0.2234042553191489,23.77137845344248,1.0,49.0,0.0,0.0,15.0,3.2,3.0,5.0,0.0,0.0,0.0,0.0,0.0
62.0,0.2151898734177215,26.02581438229871,1.0,49.0,0.0,0.0,14.0,4.142857142857143,1.0,4.0,0.0,0.0,0.0,0.0,1.0
67.0,0.2298850574712643,24.2923050438974,1.0,49.0,0.0,0.0,12.0,3.8333333333333335,2.0,2.0,0.0,0.0,0.0,0.0,1.0
73.0,0.1978021978021978,24.312452830188683,1.0,49.0,0.0,0.0,15.0,3.7333333333333334,3.0,5.0,0.0,0.0,0.0,0.0,1.0
66.0,0.2048192771084337,26.84087163523164,2.0,38.5,0.0,0.0,13.0,4.230769230769231,2.0,4.0,0.0,0.0,0.0,0.0,0.0
39.0,0.1521739130434782,23.63066592053721,1.0,23.0,0.0,0.0,11.0,1.7272727272727273,0.0,3.0,0.0,0.0,0.0,0.0,1.0
78.0,0.2352941176470588,25.667170953101362,1.0,49.0,1.0,344.0,13.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
74.0,0.2043010752688172,28.1181698965467,2.0,37.5,0.0,0.0,15.0,5.933333333333334,3.0,4.0,0.0,0.0,0.0,0.0,1.0
55.0,0.2142857142857142,26.17470664928292,1.0,49.0,0.0,0.0,11.0,4.818181818181818,1.0,3.0,0.0,0.0,0.0,0.0,1.0
70.0,0.2134831460674157,27.684430848494607,5.0,48.0,0.0,0.0,16.0,5.1875,1.0,4.0,0.0,0.0,0.0,0.0,1.0
68.0,0.1904761904761904,26.86938202247191,3.0,28.666666666666668,1.0,273.0,15.0,4.133333333333334,1.0,4.0,0.0,0.0,0.0,0.0,0.0
73.0,0.1704545454545454,24.523014510844124,1.0,49.0,0.0,0.0,15.0,3.3333333333333335,3.0,5.0,0.0,0.0,0.0,0.0,0.0
62.0,0.2051282051282051,25.714107883817427,1.0,49.0,0.0,0.0,15.0,3.8666666666666667,1.0,4.0,0.0,0.0,0.0,0.0,0.0
84.0,0.1923076923076923,25.057365764111978,6.0,26.833333333333332,0.0,0.0,14.0,4.071428571428571,3.0,3.0,0.0,1.0,0.0,0.0,1.0
57.0,0.2297297297297297,25.523922875505832,1.0,49.0,0.0,0.0,11.0,4.454545454545454,1.0,3.0,0.0,0.0,0.0,0.0,1.0
62.0,0.1948051948051948,27.036562303004835,8.0,26.5,0.0,0.0,11.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
65.0,0.2261904761904762,25.488696930711267,1.0,49.0,0.0,0.0,15.0,3.8666666666666667,1.0,4.0,0.0,0.0,0.0,0.0,1.0
64.0,0.2289156626506024,25.669941432080105,1.0,49.0,0.0,0.0,14.0,3.9285714285714284,1.0,4.0,0.0,0.0,0.0,0.0,0.0
67.0,0.1927710843373494,25.745716862037874,1.0,49.0,0.0,0.0,16.0,3.25,3.0,5.0,0.0,0.0,0.0,0.0,1.0
59.0,0.2027027027027027,26.344748333716385,1.0,49.0,0.0,0.0,12.0,3.9166666666666665,2.0,4.0,0.0,0.0,0.0,0.0,1.0
59.0,0.2435897435897435,24.4058476980144,1.0,49.0,0.0,0.0,11.0,4.7272727272727275,1.0,3.0,0.0,0.0,0.0,0.0,0.0
77.0,0.2222222222222222,26.34876989869754,3.0,61.333333333333336,0.0,0.0,15.0,3.933333333333333,3.0,6.0,0.0,0.0,0.0,0.0,1.0
66.0,0.2048192771084337,24.13550631752426,1.0,49.0,0.0,0.0,13.0,3.5384615384615383,1.0,4.0,0.0,0.0,0.0,0.0,0.0
71.0,0.2111111111111111,25.15931564903469,1.0,49.0,0.0,0.0,15.0,3.3333333333333335,3.0,5.0,0.0,0.0,0.0,0.0,1.0
76.0,0.1739130434782608,28.341169724770644,3.0,49.666666666666664,1.0,196.0,15.0,3.6666666666666665,3.0,5.0,0.0,0.0,0.0,0.0,1.0
71.0,0.2111111111111111,23.732538063098414,1.0,49.0,0.0,0.0,15.0,3.933333333333333,2.0,4.0,0.0,0.0,0.0,0.0,0.0
74.0,0.2448979591836734,24.74405091311566,1.0,49.0,0.0,0.0,13.0,4.3076923076923075,3.0,4.0,0.0,1.0,0.0,0.0,1.0
56.0,0.2222222222222222,26.766932270916335,1.0,49.0,0.0,0.0,13.0,3.6153846153846154,1.0,4.0,0.0,0.0,0.0,0.0,1.0
60.0,0.2,26.555183946488295,1.0,49.0,0.0,0.0,15.0,4.466666666666667,1.0,4.0,0.0,0.0,0.0,0.0,0.0
64.0,0.2195121951219512,25.22715105162524,1.0,49.0,0.0,0.0,11.0,4.454545454545454,2.0,3.0,0.0,0.0,0.0,0.0,1.0
66.0,0.1851851851851851,26.149127743387734,1.0,49.0,0.0,0.0,15.0,3.4,3.0,5.0,0.0,0.0,0.0,0.0,0.0
67.0,0.2023809523809523,26.078773837105683,1.0,49.0,0.0,0.0,13.0,3.923076923076923,3.0,5.0,0.0,0.0,0.0,0.0,1.0
58.0,0.2266666666666666,24.85575813524117,1.0,49.0,0.0,0.0,12.0,3.9166666666666665,1.0,3.0,0.0,0.0,0.0,0.0,1.0
67.0,0.2117647058823529,25.81292936410076,3.0,40.0,0.0,0.0,16.0,3.5625,1.0,4.0,0.0,0.0,0.0,0.0,1.0
61.0,0.2179487179487179,25.81354144695212,1.0,49.0,0.0,0.0,13.0,3.6923076923076925,1.0,4.0,0.0,0.0,0.0,0.0,1.0
69.0,0.1785714285714285,27.651271406331084,4.0,40.25,0.0,0.0,14.0,3.7857142857142856,3.0,5.0,0.0,0.0,0.0,0.0,1.0
73.0,0.1888888888888888,25.46314665038913,1.0,49.0,0.0,0.0,17.0,3.2941176470588234,3.0,7.0,0.0,0.0,0.0,0.0,0.0
70.0,0.1764705882352941,25.865206402695872,1.0,49.0,0.0,0.0,17.0,3.1176470588235294,3.0,6.0,0.0,0.0,0.0,0.0,0.0
60.0,0.2,27.50836120401338,1.0,49.0,0.0,0.0,14.0,5.285714285714286,1.0,4.0,0.0,0.0,0.0,0.0,1.0
68.0,0.1807228915662650,29.726061467400957,1.0,49.0,0.0,0.0,14.0,4.428571428571429,1.0,3.0,0.0,0.0,0.0,0.0,1.0
67.0,0.1927710843373494,28.050856627592427,1.0,49.0,0.0,0.0,12.0,4.25,2.0,4.0,0.0,0.0,0.0,0.0,1.0
60.0,0.2,25.401337792642142,1.0,49.0,0.0,0.0,12.0,3.75,2.0,4.0,0.0,0.0,0.0,0.0,0.0
69.0,0.1976744186046511,26.103768801757646,2.0,32.0,0.0,0.0,15.0,3.466666666666667,3.0,6.0,0.0,0.0,0.0,0.0,0.0
59.0,0.2027027027027027,26.412778671569754,1.0,49.0,0.0,0.0,13.0,3.923076923076923,1.0,4.0,0.0,0.0,0.0,0.0,0.0
66.0,0.1951219512195122,24.57264640474425,1.0,49.0,0.0,0.0,14.0,3.642857142857143,2.0,4.0,0.0,0.0,0.0,0.0,0.0
69.0,0.2068965517241379,26.921303258145365,6.0,29.333333333333332,0.0,0.0,15.0,4.866666666666666,1.0,4.0,0.0,0.0,0.0,0.0,1.0
62.0,0.1948051948051948,24.350703929396932,1.0,49.0,0.0,0.0,14.0,3.7142857142857144,1.0,4.0,0.0,0.0,0.0,0.0,1.0
68.0,0.2,25.294985250737465,1.0,49.0,0.0,0.0,14.0,3.9285714285714284,3.0,5.0,0.0,0.0,0.0,0.0,1.0
66.0,0.25,24.562737642585553,1.0,49.0,0.0,0.0,13.0,4.3076923076923075,1.0,4.0,0.0,0.0,0.0,0.0,1.0
70.0,0.1954022988505747,25.77194137987815,1.0,49.0,0.0,0.0,15.0,3.4,2.0,5.0,0.0,0.0,0.0,0.0,1.0
70.0,0.1954022988505747,25.47110159723366,1.0,49.0,0.0,0.0,15.0,3.3333333333333335,3.0,5.0,0.0,0.0,0.0,0.0,0.0
70.0,0.2391304347826087,23.852913680274227,1.0,49.0,0.0,0.0,12.0,4.166666666666667,2.0,4.0,0.0,0.0,0.0,0.0,1.0
62.0,0.2051282051282051,26.717427385892115,1.0,49.0,0.0,0.0,14.0,6.428571428571429,1.0,3.0,0.0,0.0,0.0,0.0,1.0
64.0,0.2195121951219512,26.199235181644358,1.0,49.0,0.0,0.0,14.0,4.285714285714286,1.0,4.0,0.0,0.0,0.0,0.0,1.0
68.0,0.1807228915662650,26.17249955587138,1.0,49.0,0.0,0.0,14.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0
61.0,0.2077922077922078,26.779747917111727,1.0,49.0,0.0,0.0,14.0,4.428571428571429,1.0,4.0,0.0,0.0,0.0,0.0,1.0
62.0,0.1948051948051948,27.1821811304896,1.0,49.0,0.0,0.0,14.0,4.714285714285714,1.0,3.0,0.0,0.0,0.0,0.0,0.0
65.0,0.2352941176470588,24.643051771117165,1.0,49.0,0.0,0.0,14.0,3.7857142857142856,1.0,4.0,0.0,0.0,0.0,0.0,0.0
61.0,0.1973684210526315,26.248863882276563,2.0,37.5,0.0,0.0,13.0,3.6923076923076925,2.0,4.0,0.0,0.0,0.0,0.0,0.0
58.0,0.1944444444444444,28.64776549735704,1.0,49.0,0.0,0.0,10.0,4.9,1.0,2.0,0.0,0.0,0.0,0.0,1.0
63.0,0.2125,27.48954807883735,3.0,47.666666666666664,0.0,0.0,13.0,4.384615384615385,1.0,4.0,0.0,0.0,0.0,0.0,0.0
63.0,0.2317073170731707,25.267534486108413,1.0,49.0,0.0,0.0,13.0,3.8461538461538463,1.0,4.0,0.0,0.0,0.0,0.0,1.0
75.0,0.2021276595744680,25.161143507324706,1.0,49.0,0.0,0.0,14.0,3.4285714285714284,3.0,5.0,0.0,0.0,0.0,0.0,0.0
67.0,0.2298850574712643,25.116026854880356,1.0,49.0,0.0,0.0,15.0,3.6,1.0,4.0,0.0,0.0,0.0,0.0,1.0
64.0,0.2289156626506024,25.46608728509352,1.0,49.0,0.0,0.0,14.0,4.357142857142857,1.0,4.0,0.0,0.0,0.0,0.0,1.0
63.0,0.2222222222222222,25.47079646017699,1.0,49.0,0.0,0.0,14.0,3.7142857142857144,1.0,4.0,0.0,0.0,0.0,0.0,1.0
57.0,0.1971830985915492,25.597322092734938,0.0,0.0,0.0,0.0,12.0,3.75,2.0,4.0,0.0,0.0,0.0,0.0,0.0
58.0,0.2054794520547945,27.63237734060204,1.0,49.0,0.0,0.0,13.0,4.3076923076923075,1.0,3.0,0.0,0.0,0.0,0.0,1.0
68.0,0.2,26.07669616519174,1.0,49.0,0.0,0.0,14.0,4.714285714285714,2.0,4.0,0.0,0.0,0.0,0.0,1.0
59.0,0.2027027027027027,26.39577108710641,0.0,0.0,0.0,0.0,13.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
59.0,0.2027027027027027,26.701907607446564,1.0,49.0,0.0,0.0,13.0,4.230769230769231,1.0,4.0,0.0,0.0,0.0,0.0,1.0
69.0,0.1785714285714285,25.26829268292683,1.0,49.0,0.0,0.0,16.0,3.375,3.0,5.0,0.0,0.0,0.0,0.0,0.0
70.0,0.1860465116279069,25.324450366422386,1.0,49.0,0.0,0.0,13.0,3.769230769230769,3.0,5.0,0.0,0.0,0.0,0.0,0.0
81.0,0.2702702702702703,23.077000334784064,1.0,49.0,0.0,0.0,15.0,4.666666666666667,3.0,5.0,0.0,0.0,0.0,0.0,1.0
63.0,0.2125,25.19609794943261,1.0,49.0,0.0,0.0,12.0,3.8333333333333335,2.0,4.0,0.0,0.0,0.0,0.0,0.0
65.0,0.1875,27.448408871745418,3.0,28.333333333333332,0.0,0.0,13.0,4.3076923076923075,1.0,3.0,0.0,0.0,0.0,0.0,1.0
65.0,0.1975308641975308,26.372451895599163,1.0,49.0,0.0,0.0,13.0,3.923076923076923,2.0,4.0,0.0,0.0,0.0,0.0,1.0
78.0,0.1612903225806451,24.306672192291753,1.0,49.0,0.0,0.0,14.0,3.357142857142857,3.0,6.0,0.0,0.0,0.0,0.0,0.0
55.0,0.2142857142857142,26.11994784876141,1.0,49.0,0.0,0.0,11.0,4.2727272727272725,1.0,3.0,0.0,0.0,0.0,0.0,1.0
70.0,0.1954022988505747,25.52840441297547,3.0,22.333333333333332,0.0,0.0,14.0,3.642857142857143,2.0,4.0,0.0,1.0,0.0,0.0,0.0
76.0,0.1739130434782608,24.477064220183486,3.0,40.333333333333336,0.0,0.0,15.0,3.466666666666667,3.0,5.0,0.0,0.0,0.0,0.0,1.0
69.0,0.2068965517241379,24.551879699248122,1.0,49.0,0.0,0.0,13.0,3.5384615384615383,3.0,5.0,0.0,0.0,0.0,0.0,0.0
56.0,0.2328767123287671,25.37337263571604,1.0,49.0,0.0,0.0,11.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
55.0,0.2142857142857142,25.9374185136897,1.0,49.0,0.0,0.0,11.0,4.181818181818182,1.0,3.0,0.0,0.0,0.0,0.0,0.0
72.0,0.2,25.417827298050142,1.0,49.0,0.0,0.0,17.0,3.764705882352941,1.0,5.0,0.0,0.0,0.0,0.0,0.0
62.0,0.2151898734177215,26.52755582872362,1.0,49.0,0.0,0.0,13.0,3.8461538461538463,1.0,4.0,0.0,0.0,0.0,0.0,0.0
65.0,0.2441860465116279,24.368468306697793,1.0,49.0,0.0,0.0,13.0,3.6923076923076925,1.0,4.0,0.0,0.0,0.0,0.0,1.0
68.0,0.1807228915662650,26.3199502575946,0.0,0.0,0.0,0.0,15.0,4.133333333333334,3.0,5.0,0.0,0.0,0.0,0.0,0.0
71.0,0.1839080459770115,26.67472812855056,1.0,49.0,0.0,0.0,14.0,4.714285714285714,3.0,5.0,0.0,0.0,0.0,0.0,1.0
69.0,0.2417582417582417,24.491609397474832,1.0,49.0,0.0,0.0,14.0,4.642857142857143,1.0,4.0,0.0,0.0,0.0,0.0,1.0
75.0,0.1573033707865168,24.79867887704549,1.0,49.0,0.0,0.0,17.0,3.6470588235294117,2.0,5.0,0.0,0.0,0.0,0.0,0.0
67.0,0.2023809523809523,25.000891106754587,1.0,49.0,0.0,0.0,14.0,3.642857142857143,3.0,5.0,0.0,0.0,0.0,0.0,0.0
